cycle_1_lane	cycle_2_lane	cycle_3_lane	log10_association_const	survival_rate
0	12	4	3.298443751764818	7.811663575167192e-09
0	12	5	3.863975323914032	3.8232726836957487e-07
0	12	6	2.5717271483549293	5.18436463778951e-11
0	12	7	2.9773804942990365	8.529141268979059e-10
0	12	8	2.0039459829921613	1.0273217385858384e-12
0	12	9	3.4003288431504437	1.5765780104239054e-08
0	12	10	2.539458217768143	4.1488099112151485e-11
0	12	11	2.9644343019121964	7.800151178671585e-10
0	12	12	3.9530306721704953	7.038026549026068e-07
0	12	13	2.302024032519441	8.050279331529657e-12
0	12	14	3.0293820074701827	1.221104096246072e-09
0	12	15	2.2215115973061828	4.616553057853518e-12
0	12	16	2.476608163491947	2.688030210687116e-11
0	12	17	2.775470218644247	2.116576492637515e-10
0	12	18	5.023894519523918	0.0008726164099246448
0	12	19	2.35398547157239	1.1525561160811706e-11
0	12	20	2.276600186980442	6.753894319168463e-12
0	13	0	2.0227314108631314	1.1696527612909062e-12
0	13	1	3.7434237665325525	1.6713779441710183e-07
0	13	2	2.3918981928513467	1.497522641260543e-11
0	13	3	5.280549083898168	0.004112868754121863
0	13	4	2.311585750028112	8.599838384704492e-12
0	13	5	3.3407239234616495	1.0454896566085797e-08
0	13	6	2.636460185555863	8.106186030244476e-11
0	13	7	3.5383053455554534	4.077780141800743e-08
0	13	8	2.7490793916963834	1.764035279131646e-10
0	13	9	2.249592744774781	5.604627881497796e-12
0	13	10	2.728379311418409	1.5291181282244415e-10
0	13	11	2.708916002722907	1.3368468151250485e-10
0	13	12	4.096724582415351	1.8792974217343367e-06
0	13	13	2.912586357628636	5.453736602963721e-10
0	13	14	3.779385947667501	2.1396452680288278e-07
0	13	15	4.38159435598714	1.2995284640038739e-05
0	13	16	3.8552212590166106	3.600491528308009e-07
0	13	17	3.879719458266867	4.2591077321549993e-07
0	13	18	5.419978058302853	0.009030466501507803
0	13	19	2.67001465442207	1.021961842932819e-10
0	13	20	3.912306217073665	5.324947065022981e-07
0	14	0	3.8012089227266106	2.4854737674984804e-07
0	14	1	4.87390300757591	0.0003370743883430611
0	14	2	2.6771376777694873	1.073479308587368e-10
0	14	3	2.0016470572175495	1.0111379131998066e-12
0	14	4	2.916533110111823	5.6043428903751e-10
0	14	5	2.0979685676963635	1.9667196431673627e-12
0	14	6	2.921728283382263	5.8089453644093e-10
0	14	7	2.7729212546632027	2.0796565598245496e-10
0	14	8	2.915906619208084	5.580161579753648e-10
0	14	9	3.60005438759598	6.237146437698404e-08
0	14	10	4.673329711549438	9.119750781484932e-05
0	14	11	3.0124104614851697	1.0861540398106303e-09
0	14	12	3.5729251518769467	5.1750096308954177e-08
0	14	13	3.0941037721394276	1.908508970393717e-09
0	14	14	3.594807123456545	6.015977490177895e-08
0	14	15	5.194892969528187	0.0024836376183857123
0	14	16	3.0962048813147365	1.9363760188965025e-09
0	14	17	3.1423369583247664	2.6619748313047722e-09
0	14	18	3.8340554836335334	3.1139055663616647e-07
0	14	19	3.1264374680533735	2.385450373774664e-09
0	14	20	2.146124583392257	2.7427824423628962e-12
0	15	0	5.343930925590984	0.005914202450302202
0	15	1	3.226236601662565	4.748081080228165e-09
0	15	2	2.487720840517228	2.9024320499079904e-11
0	15	3	3.367982776664868	1.2615712056463075e-08
0	15	4	3.588893318786625	5.776088464838736e-08
0	15	5	2.288205830456757	7.317530162431739e-12
0	15	6	2.2477280268622275	5.532910189578191e-12
0	15	7	2.3865817337670885	1.4435370245147659e-11
0	15	8	6.046527089516138	0.1461612766695521
0	15	9	2.953255847095071	7.221013087351689e-10
0	15	10	3.119006695569323	2.266248875192188e-09
0	15	11	3.573581760485318	5.1984472575620757e-08
0	15	12	3.2021490741431737	4.02136689816466e-09
0	15	13	4.247687043401491	5.250694323013826e-06
0	15	14	2.8920348079811578	4.732479166670027e-10
0	15	15	3.048507994295303	1.3933747976509876e-09
0	15	16	2.008463636294743	1.059883334289923e-12
0	15	17	2.01277886442174	1.091949166699029e-12
0	15	18	3.217842567286535	4.4810309421199835e-09
0	15	19	3.067028134515904	1.583306426212528e-09
0	15	20	3.3910997025043694	1.4794378928181918e-08
0	16	0	2.4920762611670093	2.9910542310740736e-11
0	16	1	3.777174404765906	2.1073988123536543e-07
0	16	2	2.9111341998351903	5.399346999600401e-10
0	16	3	2.675711657860697	1.0629617767354649e-10
0	16	4	2.2005153069027745	3.9933667619286485e-12
0	16	5	2.2168943854819356	4.47165706743235e-12
0	16	6	3.124729913899481	2.357515489451619e-09
0	16	7	2.0659904682340695	1.5769566133952633e-12
0	16	8	3.7547307200700955	1.8063680296265088e-07
0	16	9	3.163166917802031	3.073301094405541e-09
0	16	10	4.950900350780365	0.0005511204374446368
0	16	11	2.438404587897555	2.064696799898075e-11
0	16	12	4.011441748844254	1.0495830302049235e-06
0	16	13	2.648063575166544	8.782364678381008e-11
0	16	14	2.74287853090068	1.6901102783435632e-10
0	16	15	2.9691796599907745	8.059830672252822e-10
0	16	16	2.4155059083381576	1.762700808887142e-11
0	16	17	2.2711457900424383	6.50420384294173e-12
0	16	18	4.656644090769877	8.168426529336189e-05
0	16	19	2.7678343273012826	2.007889584912907e-10
0	16	20	2.231749773673563	4.954812052561507e-12
0	17	0	3.6698197615020147	1.0078176624953667e-07
0	17	1	3.453694950381024	2.277124130383843e-08
0	17	2	2.9445524525961586	6.800034881378324e-10
0	17	3	4.231241422869885	4.695930191788346e-06
0	17	4	2.5063435006917967	3.300748990091078e-11
0	17	5	4.507378253637579	3.0261320242003794e-05
0	17	6	5.656059093424214	0.03029821302422322
0	17	7	3.0162118276348857	1.1150227957234607e-09
0	17	8	2.2918200411714844	7.502483337996623e-12
0	17	9	4.183130399379619	3.385933984389217e-06
0	17	10	3.3457652351041594	1.0824564009651366e-08
0	17	11	2.718555194937882	1.428842208631748e-10
0	17	12	3.333861723816028	9.971897451259102e-09
0	17	13	2.709194759873564	1.3394221896927171e-10
0	17	14	4.095425143269367	1.8627099591704135e-06
0	17	15	3.728458609888304	1.508072807570429e-07
0	17	16	5.765370106471936	0.049888132627602395
0	17	17	4.070791255237161	1.574446310267675e-06
0	17	18	3.851327866139734	3.5056159816801545e-07
0	17	19	4.77872371953658	0.00018203558366049799
0	17	20	2.079298781026935	1.7287809335391367e-12
0	18	0	2.377677343057234	1.3574417216595066e-11
0	18	1	2.530843690340909	3.909208308899279e-11
0	18	2	3.701281128232926	1.2511535530113076e-07
0	18	3	5.70025984433075	0.03725757964255624
0	18	4	3.2618668629612406	6.070461240735667e-09
0	18	5	2.5853249632220145	5.694735176568797e-11
0	18	6	2.4347297762973157	2.012958686043764e-11
0	18	7	3.01351629280705	1.0944741316953185e-09
0	18	8	2.5801666387878996	5.495465401946953e-11
0	18	9	2.5883781935606125	5.816070836949225e-11
0	18	10	5.2691031886643716	0.003848116465469547
0	18	11	2.6908256272776576	1.1798796200138098e-10
0	18	12	2.1453617288248132	2.728369067152743e-12
0	18	13	3.097872441263323	1.958782105788876e-09
0	18	14	3.529633585719771	3.8414677012120965e-08
0	18	15	3.4620107634572004	2.4113638957975692e-08
0	18	16	2.2241057764130825	4.700013104497739e-12
0	18	17	2.5778274734404207	5.407414269831601e-11
0	18	18	2.9669897614409675	7.938936363834936e-10
0	18	19	2.233796118333751	5.025336760842358e-12
0	18	20	5.3172919010653725	0.005082449785496517
0	19	0	5.415981239193911	0.008835020767768093
0	19	1	2.7272683270888094	1.5174341863005505e-10
0	19	2	4.982538024597226	0.0006731506754172322
0	19	3	3.377376152163162	1.3459396281626427e-08
0	19	4	5.114575888172274	0.0015285297098887281
0	19	5	2.7126110949549322	1.371390795138179e-10
0	19	6	3.300998898454017	7.95048672868816e-09
0	19	7	2.3368134309742157	1.0236638519926858e-11
0	19	8	4.4140712785793355	1.617485002057451e-05
0	19	9	2.682241860887866	1.1119849433374576e-10
0	19	10	4.6827984662286015	9.707272337521874e-05
0	19	11	2.4461043781807144	2.1774553684598538e-11
0	19	12	3.7319756437399167	1.5449592268840818e-07
0	19	13	3.246678933326165	5.466880557281607e-09
0	19	14	2.701191498265259	1.267418017648132e-10
0	19	15	3.2489715893203357	5.553993983498588e-09
0	19	16	4.836663648739206	0.00026514291254573
0	19	17	4.256478304888701	5.573493917243374e-06
0	19	18	2.1184949772185044	2.26628113468458e-12
0	19	19	3.808814823188467	2.618678400438401e-07
0	19	20	2.855740474045053	3.6837242546485636e-10
0	20	0	3.785037083146597	2.2242987896833558e-07
0	20	1	2.5435502343468466	4.2677140907431425e-11
0	20	2	2.5310601153244647	3.9150550015101884e-11
0	20	3	2.340109076266779	1.0472301774657396e-11
0	20	4	3.837512644853037	3.188646278124989e-07
0	20	5	5.752416662650437	0.047131151761225384
0	20	6	3.426022783590824	1.8819071309077363e-08
0	20	7	2.9851345573559267	8.997984449790829e-10
0	20	8	2.1763677726815365	3.3799305433137513e-12
0	20	9	2.9467823728717604	6.905497993595432e-10
0	20	10	2.9144034421775116	5.522566443770175e-10
0	20	11	2.5704706885426463	5.139579210190687e-11
0	20	12	4.121209785676399	2.220848554703946e-06
0	20	13	2.79753481414686	2.464831797404506e-10
0	20	14	3.236047138823367	5.080421070108611e-09
0	20	15	3.1802616976212095	3.457907749937153e-09
0	20	16	2.0625455843192877	1.539877918072599e-12
0	20	17	2.997515856297524	9.80060216354579e-10
0	20	18	4.935373983189384	0.0004993721077607351
0	20	19	3.3538193049931118	1.1442440846485313e-08
0	20	20	4.19706471532268	3.722577010538314e-06
1	0	0	2.4873632018640897	2.8952726958507278e-11
1	0	1	2.749176438527372	1.7652175783470498e-10
1	0	2	2.921585839326861	5.803237119021693e-10
1	0	3	3.9094308433014566	5.22106214054541e-07
1	0	4	3.2498652929818617	5.588326384174172e-09
1	0	5	3.65145678603002	8.882681364202617e-08
1	0	6	2.2738346607239217	6.626119214686386e-12
1	0	7	3.332878389821587	9.904536211728691e-09
1	0	8	2.681226698246273	1.1042181507807435e-10
1	0	9	2.1588057559862475	2.993846122135136e-12
1	0	10	5.8600210082107385	0.07414729900590854
1	0	11	2.8137368614129636	2.7565278129386387e-10
1	0	12	2.189676418425221	3.7053362771056475e-12
1	0	13	3.047042728529116	1.3793581817388602e-09
1	0	14	2.908859667555012	5.315243734335143e-10
1	0	15	3.8097281475882845	2.6351454478208794e-07
1	0	16	2.1017809312419664	2.019194277848699e-12
1	0	17	2.453470222324638	2.2910816726031743e-11
1	0	18	2.6279956275417584	7.64599088264703e-11
1	0	19	2.1276818371903587	2.4147418268651926e-12
1	0	20	4.023945017114787	1.1432466155817396e-06
1	1	0	2.94314739100771	6.734411598992018e-10
1	1	1	3.1351737536679716	2.5336339491683097e-09
1	1	2	2.824664128888491	2.9725048782355985e-10
1	1	3	2.384515126242155	1.4230809687912563e-11
1	1	4	3.5162824573863967	3.504103280478514e-08
1	1	5	5.050909830560458	0.0010325308582532352
1	1	6	3.513394796708009	3.435122037921485e-08
1	1	7	2.2309906406582574	4.9289018970428604e-12
1	1	8	4.051274583853225	1.3779836778015892e-06
1	1	9	2.9660957509868826	7.890104773614542e-10
1	1	10	2.0989650523272116	1.9803024937086208e-12
1	1	11	2.6315655252764945	7.836802549378383e-11
1	1	12	3.790014075183352	2.3016173270760468e-07
1	1	13	3.7285267511609015	1.508779048922541e-07
1	1	14	3.24729796439504	5.4902662334245615e-09
1	1	15	2.3442637937660895	1.0777140904301465e-11
1	1	16	4.176038773125511	3.226417164542147e-06
1	1	17	3.329737369373108	9.692398160686567e-09
1	1	18	2.093089576945167	1.901548062092891e-12
1	1	19	2.8153825124087586	2.7880214624600123e-10
1	1	20	3.508741243203814	3.326799679367711e-08
1	2	0	3.425528546184335	1.8755101433807885e-08
1	2	1	2.184150629980632	3.566586916209859e-12
1	2	2	2.5362770187720254	4.058665236917051e-11
1	2	3	2.335919418776001	1.0173629386540558e-11
1	2	4	3.0789166450996173	1.7186536456060765e-09
1	2	5	2.157349277572029	2.963880354630771e-12
1	2	6	2.491228230472921	2.973589292163531e-11
1	2	7	2.117145529715042	2.245256549953428e-12
1	2	8	5.560669379681874	0.01896316214636807
1	2	9	2.6169465999943453	7.084359385294041e-11
1	2	10	2.542848722135488	4.2470904969399774e-11
1	2	11	3.625504541722954	7.430612322564464e-08
1	2	12	2.049539027268679	1.407573426261953e-12
1	2	13	2.655211112257816	9.226658953151966e-11
1	2	14	3.0806772943423044	1.73965837281774e-09
1	2	15	3.452291038664148	2.2552094821579716e-08
1	2	16	4.462610960396467	2.2416548624711884e-05
1	2	17	2.1434764225665734	2.6930721387059606e-12
1	2	18	2.1041720664737062	2.0528187384102753e-12
1	2	19	2.245053558537742	5.4316481622889594e-12
1	2	20	2.8399757825251717	3.303895742808383e-10
1	3	0	2.2038991542905597	4.087795150925482e-12
1	3	1	2.696180966170954	1.224322378365555e-10
1	3	2	2.1921701386103685	3.769707277403978e-12
1	3	3	2.9949596702874217	9.629235251636394e-10
1	3	4	2.0550874899378457	1.4625629572754764e-12
1	3	5	4.007205475505206	1.0196156990546085e-06
1	3	6	2.722314066346674	1.4664084830778803e-10
1	3	7	4.603074297146716	5.7280355773355905e-05
1	3	8	2.3577124938695877	1.1826074486067479e-11
1	3	9	2.4980180416772066	3.116334428008771e-11
1	3	10	4.562086760472157	4.3608799457797915e-05
1	3	11	3.980503639169619	8.494018703485461e-07
1	3	12	3.635365010076966	7.952070621162956e-08
1	3	13	4.9428002765288	0.0005235059786722367
1	3	14	3.9993274249005673	9.661356674284634e-07
1	3	15	4.41917341397297	1.6740072973676302e-05
1	3	16	2.0296042076781378	1.2265158113725101e-12
1	3	17	2.2667658913441646	6.310399986276489e-12
1	3	18	3.2593420997278972	5.9656968115129285e-09
1	3	19	2.180130624583772	3.4689227611478983e-12
1	3	20	3.0644611024284747	1.5555100721392496e-09
1	4	0	3.798121070274375	2.4333448714703636e-07
1	4	1	2.529541558421675	3.8742152046929997e-11
1	4	2	3.5083354163435287	3.3175164438959145e-08
1	4	3	4.019077570516557	1.1058327000823304e-06
1	4	4	2.8104960737955116	2.6955433452577755e-10
1	4	5	2.1681929558431245	3.194382891956498e-12
1	4	6	4.77653403423966	0.00017945627413111395
1	4	7	2.2565851437259887	5.8819350350805285e-12
1	4	8	5.021044710790089	0.0008572125280458656
1	4	9	2.221944120483579	4.630364551288793e-12
1	4	10	3.4778406833568525	2.68913614523344e-08
1	4	11	3.52851349192015	3.8119590641588165e-08
1	4	12	3.014262656199855	1.1001256282628214e-09
1	4	13	7.211728540039101	0.8362668040559722
1	4	14	3.4795709367453256	2.721372350947391e-08
