cycle_1_lane	cycle_2_lane	cycle_3_lane	sequencing_imbalance
1	13	1	0.7839812916154278
1	13	2	0.7249632237858097
1	13	3	0.881523253434176
1	13	4	0.9402419994812004
1	13	5	0.8001130571782464
1	13	6	0.6674380189380141
1	13	7	0.8955117218861108
1	13	8	0.7544644009195498
1	13	9	0.7763399114393209
1	13	10	0.8240635543729875
1	13	11	0.9195811827959327
1	13	12	0.6571624935316429
1	13	13	0.9514550838889324
1	13	14	0.4191809913809353
1	13	15	0.8716166322143989
1	13	16	0.7348101201036139
1	13	17	0.8946465456742146
1	13	18	0.8839967914225936
1	13	19	0.9418033384147674
1	13	20	0.817820498889449
1	14	1	0.9835250166363536
1	14	2	0.9094853083362169
1	14	3	1.1058939566181338
1	14	4	1.1795581579203946
1	14	5	1.0037627380759204
1	14	6	0.83731843565695
1	14	7	1.123442855825355
1	14	8	0.9464953059491279
1	14	9	0.973938705527648
1	14	10	1.0338092626599047
1	14	11	1.1536386234985627
1	14	12	0.8244275205237278
1	14	13	1.193625265320286
1	14	14	0.5258735073538131
1	14	15	1.0934658414268712
1	14	16	0.9218384970772763
1	14	17	1.1223574696595129
1	14	18	1.1089970746609077
1	14	19	1.181516898412081
1	14	20	1.0259771864178089
1	15	1	1.1830411626706758
1	15	2	1.093981890044591
1	15	3	1.3302336494728182
1	15	4	1.4188412404153221
1	15	5	1.207384272501834
1	15	6	1.007175373162313
1	15	7	1.351342487347328
1	15	8	1.1384996703407744
1	15	9	1.1715101894387472
1	15	10	1.2435259819416382
1	15	11	1.3876637150655786
1	15	12	0.9916694297758877
1	15	13	1.4357619763521627
1	15	14	0.6325512773281965
1	15	15	1.315284388806363
1	15	16	1.1088410248136222
1	15	17	1.350036921662811
1	15	18	1.3339662605555365
1	15	19	1.4211973275401617
1	15	20	1.234105104559929
1	16	1	0.8677441760236478
1	16	2	0.8024204429358416
1	16	3	0.9757078100942164
1	16	4	1.0407002409731807
1	16	5	0.8855995072232873
1	16	6	0.7387490747347134
1	16	7	0.9911908479683029
1	16	8	0.835073613256904
1	16	9	0.8592863681454312
1	16	10	0.9121089465120531
1	16	11	1.0178319614079998
1	16	12	0.7273756817439334
1	16	13	1.0531113645473438
1	16	14	0.46396753068063584
1	16	15	0.9647427361065187
1	16	16	0.8133194108360536
1	16	17	0.9902332337661066
1	16	18	0.9784456282112786
1	16	19	1.042428397985206
1	16	20	0.9051988644802863
1	17	1	0.7281297953277996
1	17	2	0.6733162250181373
1	17	3	0.8187227845413696
1	17	4	0.8732583570076801
1	17	5	0.7431123201445945
1	17	6	0.619889164857419
1	17	7	0.8317147025626136
1	17	8	0.7007157131156881
1	17	9	0.7210327935968195
1	17	10	0.7653565634791158
1	17	11	0.8540694345356262
1	17	12	0.6103456766504366
1	17	13	0.8836726117126257
1	17	14	0.38931817981343547
1	17	15	0.8095219194718944
1	17	16	0.6824616200386271
1	17	17	0.83091116224242
1	17	18	0.8210201055725014
1	17	19	0.8747084648231267
1	17	20	0.7595582685962338
1	18	1	1.3911491678125179
1	18	2	1.286423536186922
1	18	3	1.5642341896902026
1	18	4	1.668428684599633
1	18	5	1.4197744583367593
1	18	6	1.1843469411098149
1	18	7	1.5890562695714487
1	18	8	1.3387724103986096
1	18	9	1.3775897885433697
1	18	10	1.46227383248956
1	18	11	1.631766740946855
1	18	12	1.166113357259294
1	18	13	1.6883259362423162
1	18	14	0.7438229630720167
1	18	15	1.5466552142565806
1	18	16	1.3038965317348428
1	18	17	1.587521042672462
1	18	18	1.5686234019723595
1	18	19	1.6711992294855058
1	18	20	1.4511957346657764
1	19	1	1.2927674443885622
1	19	2	1.1954479834054643
1	19	3	1.4536119365335687
1	19	4	1.550437822657072
1	19	5	1.3193683614807907
1	19	6	1.1005902197644757
1	19	7	1.4766786050943135
1	19	8	1.2440947582424686
1	19	9	1.2801669810515965
1	19	10	1.3588621904553082
1	19	11	1.5163686025483147
1	19	12	1.0836461104325141
1	19	13	1.5689279456083833
1	19	14	0.6912199879759625
1	19	15	1.4372761418739441
1	19	16	1.2116852930505666
1	19	17	1.4752519490600935
1	19	18	1.4576907448139238
1	19	19	1.5530124352971426
1	19	20	1.3485675329565305
1	20	1	0.914143077719492
1	20	2	0.8453264379044568
1	20	3	1.027879604518562
1	20	4	1.0963472271587038
1	20	5	0.9329531462483698
1	20	6	0.7782505161083489
1	20	7	1.0441905315011237
1	20	8	0.8797255965958789
1	20	9	0.9052330248050691
1	20	10	0.9608800642152497
1	20	11	1.0722561643299577
1	20	12	0.7662689796601901
1	20	13	1.109421982386716
1	20	14	0.4887762063720849
1	20	15	1.016328220182607
1	20	16	0.8568081814131501
1	20	17	1.043181712982658
1	20	18	1.0307638157284096
1	20	19	1.0981677899621265
1	20	20	0.9536004951552077
2	1	1	1.1403854181946937
2	1	2	1.0545372676294673
2	1	3	1.2822707311605153
2	1	4	1.367683485881646
2	1	5	1.163850812604383
2	1	6	0.9708606474234989
2	1	7	1.302618468556892
2	1	8	1.0974499143758887
2	1	9	1.129270205853646
2	1	10	1.1986893961924128
2	1	11	1.3376300977104516
2	1	12	0.9559137864932218
2	1	13	1.3839941275874135
2	1	14	0.6097440018883828
2	1	15	1.2678604811922625
2	1	16	1.0688606412805919
2	1	17	1.3013599763622858
2	1	18	1.2858687591791809
2	1	19	1.3699546219045868
2	1	20	1.1896081980636442
2	2	1	1.132994377006156
2	2	2	1.0477026236086446
2	2	3	1.2739601059651606
2	2	4	1.3588192853966583
2	2	5	1.1563076880115677
2	2	6	0.9645683264950208
2	2	7	1.294175966048139
2	2	8	1.090337145841589
2	2	9	1.1219512043377673
2	2	10	1.1909204765287897
2	2	11	1.3289606785917323
2	2	12	0.9497183388349667
2	2	13	1.3750242149258796
2	2	14	0.6057921423148404
2	2	15	1.2596432513958256
2	2	16	1.0619331649217498
2	2	17	1.2929256303657937
2	2	18	1.2775348145228271
2	2	19	1.3610757017821657
2	2	20	1.1818981352639726
2	3	1	0.7097788098457661
2	3	2	0.6563467006978713
2	3	3	0.7980885926303453
2	3	4	0.8512497102879041
2	3	5	0.7243837315248218
2	3	6	0.6042661576164543
2	3	7	0.8107530765862324
2	3	8	0.683055642121574
2	3	9	0.70286067316957
2	3	10	0.7460673553254222
2	3	11	0.8325444043907522
2	3	12	0.5949631930285547
2	3	13	0.8614014955291318
2	3	14	0.37950623102148734
2	3	15	0.7891196160818391
2	3	16	0.6652616052037229
2	3	17	0.8099697878157553
2	3	18	0.8003280144995963
2	3	19	0.852663271174988
2	3	20	0.7404151943130384
2	4	1	1.080758026770189
2	4	2	0.9993986228998529
2	4	3	1.215224575028378
2	4	4	1.296171348619669
2	4	5	1.1029964848870486
2	4	6	0.9200972064684114
2	4	7	1.2345083892256512
2	4	8	1.040067493863293
2	4	9	1.0702239961125017
2	4	10	1.1360134616506352
2	4	11	1.2676893635123205
2	4	12	0.9059318728297303
2	4	13	1.3116291549577987
2	4	14	0.5778622856815071
2	4	15	1.2015677945465575
2	4	16	1.0129730695710384
2	4	17	1.233315699877605
2	4	18	1.2186344727696812
2	4	19	1.2983237336357507
2	4	20	1.127407092598763
2	5	1	1.216298876582098
2	5	2	1.1247359651109612
2	5	3	1.3676292461312154
2	5	4	1.4587277782200896
2	5	5	1.2413263211667918
2	5	6	1.035489138968775
2	5	7	1.3893314967399435
2	5	8	1.1705052315327158
2	5	9	1.2044437440385845
2	5	10	1.278484048198161
2	5	11	1.4266737886768204
2	5	12	1.0195472917056763
2	5	13	1.4761241907544271
2	5	14	0.65033359131649
2	5	15	1.352259731081295
2	5	16	1.1400128206396016
2	5	17	1.3879892289258655
2	5	18	1.371466788568352
2	5	19	1.4611500997871625
2	5	20	1.268798330627757
2	6	1	1.0775339025970345
2	6	2	0.9964172106143128
2	6	3	1.2115993093989668
2	6	4	1.2923046020638984
2	6	5	1.0997060188051482
2	6	6	0.9173523666693566
2	6	7	1.230825595999901
2	6	8	1.036964757944969
2	6	9	1.067031297126154
2	6	10	1.1326244991150691
2	6	11	1.2639075845944574
2	6	12	0.903229291143476
2	6	13	1.3077162945765055
2	6	14	0.5761384032602144
2	6	15	1.1979832699109563
2	6	16	1.0099511619104322
2	6	17	1.2296364646902525
2	6	18	1.2149990347117858
2	6	19	1.2944505660714025
2	6	20	1.124043804637723
2	7	1	1.02797689450843
2	7	2	0.9505908513257321
2	7	3	1.1558764809744335
2	7	4	1.2328700455612511
2	7	5	1.0491292899081137
2	7	6	0.8751622893589678
2	7	7	1.1742185288165687
2	7	8	0.9892735708990477
2	7	9	1.0179573157924549
2	7	10	1.0805338119183916
2	7	11	1.2057790391797523
2	7	12	0.8616887501181035
2	7	13	1.2475729368299573
2	7	14	0.5496411436921322
2	7	15	1.142886658608145
2	7	16	0.9635023608293138
2	7	17	1.173084087006516
2	7	18	1.1591198490585657
2	7	19	1.2349173142465744
2	7	20	1.0723477533263712
2	8	1	0.9296117367835034
2	8	2	0.8596306171784059
2	8	3	1.0452728546001728
2	8	4	1.114899051141225
2	8	5	0.948740099618968
2	8	6	0.7914196711273896
2	8	7	1.0618597867012556
2	8	8	0.8946118607434715
2	8	9	0.9205509125356482
2	8	10	0.9771395825302941
2	8	11	1.0904003317360957
2	8	12	0.779235389280948
2	8	13	1.1281950506535259
2	8	14	0.49704702598364103
2	8	15	1.0335260036787723
2	8	16	0.8713066488462783
2	8	17	1.060833897474604
2	8	18	1.0482058709489108
2	8	19	1.1167504205721845
2	8	20	0.9697368323461291
2	9	1	1.0743945809200683
2	9	2	0.9935142168977861
2	9	3	1.20806939728518
2	9	4	1.2885395605735803
2	9	5	1.0965021001768762
2	9	6	0.9146797229936816
2	9	7	1.2272396694088448
2	9	8	1.0339436317093853
2	9	9	1.0639225740753098
2	9	10	1.1293246747351908
2	9	11	1.2602252758815378
2	9	12	0.9005977940869812
2	9	13	1.3039063521691332
2	9	14	0.5744598632403336
2	9	15	1.1944930272013674
2	9	16	1.0070087379480668
2	9	17	1.2260540025523223
2	9	18	1.211459217729721
2	9	19	1.2906792724610252
2	9	20	1.1207689795271127
2	10	1	0.7261672841430487
2	10	2	0.6715014515657236
2	10	3	0.8165161001944539
2	10	4	0.8709046842095036
2	10	5	0.7411094269115914
2	10	6	0.6182183921090096
2	10	7	0.8294730014033223
2	10	8	0.6988270904646934
2	10	9	0.7190894107946243
2	10	10	0.7632937158580072
2	10	11	0.8517674811907896
2	10	12	0.6087006262422857
2	10	13	0.881290869617642
2	10	14	0.3882688596411072
2	10	15	0.8073400340011188
2	10	16	0.6806221972171972
2	10	17	0.8286716268465351
2	10	18	0.818807229310013
2	10	19	0.8723508835833166
2	10	20	0.7575110489835286
2	11	1	1.1897870669226787
2	11	2	1.1002199630014153
2	11	3	1.337818870609062
2	11	4	1.4269317172800728
2	11	5	1.2142689853543307
2	11	6	1.012918460424797
2	11	7	1.3590480747089118
2	11	8	1.1449915913401398
2	11	9	1.1781903420974755
2	11	10	1.2506167810395488
2	11	11	1.3955764123166858
2	11	12	0.9973240994813818
2	11	13	1.4439489381644408
2	11	14	0.6361581935420882
2	11	15	1.3227843666862635
2	11	16	1.1151638271134166
2	11	17	1.3577350644642388
2	11	18	1.3415727656823704
2	11	19	1.4293012392190634
2	11	20	1.2411421841941452
2	12	1	0.586967965747746
2	12	2	0.5427810500817705
2	12	3	0.6599977784691957
2	12	4	0.7039605914688039
2	12	5	0.5990458427552652
2	12	6	0.49971184316337863
2	12	7	0.6704709657237538
2	12	8	0.5648686255310194
2	12	9	0.5812468529795668
2	12	10	0.6169776158312231
2	12	11	0.6884918071111441
2	12	12	0.492018541921025
2	12	13	0.7123558445379202
2	12	14	0.3138414352771134
2	12	15	0.6525806763431687
2	12	16	0.550153436084351
2	12	17	0.6698232069997367
2	12	18	0.6618497200611557
2	12	19	0.7051295682638882
2	12	20	0.6123034308520483
2	13	1	0.6897150743288853
2	13	2	0.6377933620696853
2	13	3	0.7755285524890309
2	13	4	0.8271869335339049
2	13	5	0.703907150087848
2	13	6	0.5871850103631955
2	13	7	0.7878350420204242
2	13	8	0.6637473061206466
2	13	9	0.682992496695331
2	13	10	0.7249778301277333
2	13	11	0.8090103815317368
2	13	12	0.5781450181526414
2	13	13	0.8370517522846166
2	13	14	0.3687785049459823
2	13	15	0.7668131072813174
2	13	16	0.6464562637210103
2	13	17	0.7870738949348018
2	13	18	0.7777046713017916
2	13	19	0.8285605364631264
2	13	20	0.7194854420785293
2	14	1	0.8652655837690805
2	14	2	0.8001284389677122
2	14	3	0.9729208345227957
2	14	4	1.0377276234346537
2	14	5	0.883069913663454
2	14	6	0.736638939299294
2	14	7	0.9883596472222141
2	14	8	0.8326883399851237
2	14	9	0.8568319344593415
2	14	10	0.90950363237384
2	14	11	1.0149246639743743
2	14	12	0.7252980328460835
2	14	13	1.0501032963361285
2	14	14	0.46264227104802674
2	14	15	0.9619870807654235
2	14	16	0.8109962754605733
2	14	17	0.9874047683136793
2	14	18	0.9756508324378135
2	14	19	1.0394508442031374
2	14	20	0.9026132880438933
2	15	1	1.040791830330813
2	15	2	0.9624410794954118
2	15	3	1.1702858349214136
2	15	4	1.2482392144556171
2	15	5	1.0622079151100778
2	15	6	0.8860722121716473
2	15	7	1.1888565378697127
2	15	8	1.0016060244683598
2	15	9	1.0306473458325207
2	15	10	1.0940039312640901
2	15	11	1.220810486954123
2	15	12	0.8724307094856956
2	15	13	1.2631253944820944
2	15	14	0.556493064216206
2	15	15	1.157134079207345
2	15	16	0.9755135460852301
2	15	17	1.1877079539139876
2	15	18	1.1735696353869236
2	15	19	1.2503120047425966
2	15	20	1.085715823865277
2	16	1	0.7634062767382878
2	16	2	0.705937094879038
2	16	3	0.8583883212005505
2	16	4	0.9155660367581927
2	16	5	0.779114675927445
2	16	6	0.649921596905899
2	16	7	0.8720096725419304
2	16	8	0.7346640352230596
2	16	9	0.7559654389890049
2	16	10	0.80243660986262
2	16	11	0.8954474480766028
2	16	12	0.639915745138896
2	16	13	0.9264848419771545
2	16	14	0.4081798932346956
2	16	15	0.8487416919999184
2	16	16	0.715525566614012
2	16	17	0.871167202246134
2	16	18	0.8607969429958712
2	16	19	0.9170863994948404
2	16	20	0.7963573987983633
2	17	1	0.6405791838103431
2	17	2	0.5923564186440214
2	17	3	0.720279236550586
2	17	4	0.7682574304430249
2	17	5	0.6537602039802978
2	17	6	0.5453534491037741
2	17	7	0.7317090012650388
2	17	8	0.6164613815709248
2	17	9	0.6343355283446509
2	17	10	0.6733297907917968
2	17	11	0.751375791517901
2	17	12	0.536957473653298
2	17	13	0.7774194710870062
2	17	14	0.3425064095270891
2	17	15	0.71218468709749
2	17	16	0.6004021677885282
2	17	17	0.7310020789473817
2	17	18	0.7223003268019611
2	17	19	0.769533176727295
2	17	20	0.6682286851545853
2	18	1	1.2238768474988644
2	18	2	1.1317434668005157
2	18	3	1.3761500586154176
2	18	4	1.4678161666841936
2	18	5	1.2490602218889997
2	18	6	1.041940601459461
2	18	7	1.3979875218985203
2	18	8	1.1777978918921528
2	18	9	1.211947853299011
2	18	10	1.2864494546630758
2	18	11	1.4355624694825504
2	18	12	1.0258994308661797
2	18	13	1.4853209650032915
2	18	14	0.6543853989240423
2	18	15	1.36068478606683
2	18	16	1.1471155025263302
2	18	17	1.3966368912826228
2	18	18	1.3800115102952086
2	18	19	1.4702535801688368
2	18	20	1.2767033916566366
2	19	1	1.1373245809975319
2	19	2	1.0517068500854903
2	19	3	1.2788290684663524
2	19	4	1.3640125721530596
2	19	5	1.1607269934092848
2	19	6	0.9682548210638467
2	19	7	1.2991221917730473
2	19	8	1.0945043176799387
2	19	9	1.1262392023029382
2	19	10	1.1954720689334257
2	19	11	1.3340398484019353
2	19	12	0.9533480780684243
2	19	13	1.3802794354852648
2	19	14	0.6081074261378082
2	19	15	1.264457496149023
2	19	16	1.065991779264982
2	19	17	1.297867077418652
2	19	18	1.2824174392429835
2	19	19	1.3662776123618066
2	19	20	1.1864152450807426
2	20	1	0.8042261563376929
2	20	2	0.7436840562229188
2	20	3	0.9042869586477694
2	20	4	0.9645220075493345
2	20	5	0.8207744948660188
2	20	6	0.6846733695113092
2	20	7	0.918636653387257
2	20	8	0.7739470466124186
2	20	9	0.7963874516723268
2	20	10	0.8453434692883726
2	20	11	0.9433276635422824
2	20	12	0.6741324976942176
2	20	13	0.9760246490923984
2	20	14	0.43000556405302753
2	20	15	0.8941245172845856
2	20	16	0.753785230399162
2	20	17	0.917749135602216
2	20	18	0.9068243711731133
2	20	19	0.9661236651688623
2	20	20	0.8389391984607059
3	1	1	1.4018036109274274
3	1	2	1.2962759134194342
3	1	3	1.5762142451566175
3	1	4	1.6812067381129754
3	1	5	1.4306481349721243
3	1	6	1.1934175407294183
3	1	7	1.6012264307750539
3	1	8	1.3490257137972892
3	1	9	1.3881403839628348
3	1	10	1.4734730005781833
3	1	11	1.6442640103414499
3	1	12	1.1750443106882433
3	1	13	1.7012563775374112
3	1	14	0.7495197061898491
3	1	15	1.5585006370048733
3	1	16	1.313882730013595
3	1	17	1.5996794459797592
3	1	18	1.5806370732534272
3	1	19	1.6839985018685188
3	1	20	1.4623100585365287
3	2	1	1.3927182718295217
3	2	2	1.287874518141196
3	2	3	1.565998519646592
3	2	4	1.670310537539391
3	2	5	1.421375849371855
3	2	6	1.1856827889008492
3	2	7	1.590848596831185
3	2	8	1.3402824376592473
3	2	9	1.3791435986745908
3	2	10	1.4639231593896558
3	2	11	1.633607242172226
3	2	12	1.1674286390389141
3	2	13	1.6902302316765256
3	2	14	0.7446619353593174
3	2	15	1.548399716547033
3	2	16	1.3053672218182935
3	2	17	1.5893116383201251
3	2	18	1.5703926826060612
3	2	19	1.673084207376355
3	2	20	1.4528325663653587
3	3	1	0.8724861636486649
3	3	2	0.8068054539973952
3	3	3	0.9810397898284983
3	3	4	1.0463873867938087
3	3	5	0.890439069412247
3	3	6	0.7427861389607594
3	3	7	0.996607438324039
3	3	8	0.8396370650776795
3	3	9	0.8639821361340607
3	3	10	0.9170933756289932
3	3	11	1.0233941382553984
3	3	12	0.7313505934481799
3	3	13	1.058866333807215
3	3	14	0.466502987961351
3	3	15	0.9700147946721039
3	3	16	0.817763981814385
3	3	17	0.9956445910187902
3	3	18	0.9837925693823404
3	3	19	1.0481249877172902
3	3	20	0.9101455318646929
3	4	1	1.3285074329200166
3	4	2	1.2284974675971623
3	4	3	1.4937986492841104
3	4	4	1.5933013943234404
3	4	5	1.3558437618420598
3	4	6	1.1310172559672766
3	4	7	1.517503021457673
3	4	8	1.2784891364306186
3	4	9	1.3155586158113737
3	4	10	1.39642944148217
3	4	11	1.558290292872259
3	4	12	1.1136047079568594
3	4	13	1.6123026972128707
3	4	14	0.7103295304928359
3	4	15	1.4770112334792276
3	4	16	1.2451836756601637
3	4	17	1.5160369239364921
3	4	18	1.497990220739153
3	4	19	1.5959471849829052
3	4	20	1.3858501767692035
3	5	1	1.4951192201833885
3	5	2	1.3825667288244063
3	5	3	1.6811400646210173
3	5	4	1.7931217237994843
3	5	5	1.5258838736341926
3	5	6	1.2728612545576614
3	5	7	1.7078172675939627
3	5	8	1.4388279909519806
3	5	9	1.4805464561490778
3	5	10	1.5715595154789364
3	5	11	1.7537197833945313
3	5	12	1.253264950797795
3	5	13	1.8145060325767945
3	5	14	0.7994139192502517
3	5	15	1.6622472926235559
3	5	16	1.4013456003374833
3	5	17	1.7061673027324464
3	5	18	1.6858573126317653
3	5	19	1.7960993303747468
3	5	20	1.5596534759523089
3	6	1	1.3245442211532779
3	6	2	1.2248326061907882
3	6	3	1.4893423397164864
3	6	4	1.588548247538206
3	6	5	1.3517990001661835
3	6	6	1.1276431981440684
3	6	7	1.5129759968572285
3	6	8	1.274675139561958
3	6	9	1.3116340330376377
3	6	10	1.392263604350391
3	6	11	1.5536415914260566
3	6	12	1.1102825953568798
3	6	13	1.6074928656208158
3	6	14	0.7082104709499597
3	6	15	1.4726050042364873
3	6	16	1.241469035852481
3	6	17	1.5115142730074347
3	6	18	1.493521406849084
3	6	19	1.5911861452582607
3	6	20	1.381715899766751
3	7	1	1.2636269279495995
3	7	2	1.168501163415866
3	7	3	1.4208457938554762
3	7	4	1.515489109294247
3	7	5	1.2896282287185812
3	7	6	1.0757816066370178
3	7	7	1.4433925122602171
3	7	8	1.2160513820640573
3	7	9	1.2513104940493305
3	7	10	1.3282318197949639
3	7	11	1.4821878499451384
3	7	12	1.059219437690912
3	7	13	1.5335624428731465
3	7	14	0.6756390669758364
3	7	15	1.4048782274451694
3	7	16	1.1843724647810634
3	7	17	1.4419980147505627
3	7	18	1.4248326609438862
3	7	19	1.5180056871019216
3	7	20	1.3181692161256502
