cycle_1_lane	cycle_2_lane	cycle_3_lane	log10_K	survival_rate
1	3	19	5.285665552663083	0.004236651952246888
1	3	20	2.002301385682188	1.0157180799562042e-12
1	4	1	2.8913175773942403	4.709108473163331e-10
1	4	2	3.6460566033793946	8.558849197692515e-08
1	4	3	3.7376038219767937	1.6058699475463686e-07
1	4	4	2.5481528648678893	4.4055319723140426e-11
1	4	5	2.630786159282824	7.7947431030363e-11
1	4	6	2.125044772377144	2.371158408047933e-12
1	4	7	4.017359833876745	1.0929225920568992e-06
1	4	8	2.507079436777087	3.317566206212608e-11
1	4	9	3.3717697691694855	1.294929672437851e-08
1	4	10	4.010649442844533	1.0439123036976372e-06
1	4	11	3.3172268294547718	8.891571174677963e-09
1	4	12	2.6743646390992923	1.053121557549254e-10
1	4	13	2.4240486467203874	1.86982121578538e-11
1	4	14	2.6512696464081666	8.97894661401796e-11
1	4	15	2.066978552357619	1.5877555948365714e-12
1	4	16	2.5409317562249165	4.19124085993261e-11
1	4	17	3.7314383489209098	1.539266372836427e-07
1	4	18	3.057478915486393	1.4823485843123961e-09
1	4	19	3.8202620308970863	2.83270388276674e-07
1	4	20	2.501514063723604	3.19248459252909e-11
1	5	1	3.3330785334771966	9.918209678212526e-09
1	5	2	2.8530426510332214	3.615758604826595e-10
1	5	3	4.250298787411254	5.344602142359235e-06
1	5	4	4.075407405876874	1.6248540328905099e-06
1	5	5	3.282905660252568	7.018109112379396e-09
1	5	6	2.5866421997694733	5.746768727692518e-11
1	5	7	3.7392161401996247	1.623756810744983e-07
1	5	8	3.7742604209956565	2.0656494845599513e-07
1	5	9	4.043677109887275	1.3082872313767981e-06
1	5	10	3.9531049701671828	7.04160746974586e-07
1	5	11	2.451698345444309	2.2632183059732447e-11
1	5	12	2.102627685222102	2.0310379925419516e-12
1	5	13	2.687037055555531	1.1494167848056236e-10
1	5	14	2.2546822365396304	5.805137758179822e-12
1	5	15	2.1906397582276593	3.730071873139821e-12
1	5	16	3.1411041997257514	2.6394338820040255e-09
1	5	17	2.1931039096526606	3.7940976534026e-12
1	5	18	2.028208638363466	1.2147499523214184e-12
1	5	19	2.9797000234186104	8.666770138333795e-10
1	5	20	2.7477621356488546	1.7480655385022267e-10
1	6	1	3.21707390888292	4.457340032671429e-09
1	6	2	3.061772459951949	1.5269197657281036e-09
1	6	3	4.4182261133303165	1.6633669445804307e-05
1	6	4	3.2386022727784574	5.170730395762994e-09
1	6	5	2.550027073687347	4.462918887930099e-11
1	6	6	3.4652107500012193	2.4651019028283816e-08
1	6	7	2.392830844458744	1.5071992234836607e-11
1	6	8	2.991974315970844	9.432885173546148e-10
1	6	9	2.1668737067309936	3.165408803841506e-12
1	6	10	2.484864922946934	2.8457512333636404e-11
1	6	11	5.006262181299913	0.000781428745390029
1	6	12	2.887147156048	4.575484806941049e-10
1	6	13	2.331454350406645	9.864693481605656e-12
1	6	14	4.993179701538997	0.0007197934816176309
1	6	15	3.274171654877414	6.607965480681969e-09
1	6	16	3.5531466050334606	4.516392691290979e-08
1	6	17	3.582547486005574	5.529290341306338e-08
1	6	18	3.1114560993450167	2.1512223909290835e-09
1	6	19	3.4753958337611923	2.6442356364938683e-08
1	6	20	2.0733064792619484	1.6586899053191026e-12
1	7	1	2.8703826220422637	4.075505958584399e-10
1	7	2	2.7107916124790687	1.3542710404530502e-10
1	7	3	2.337777600036383	1.0305029658088383e-11
1	7	4	4.328278553356858	9.06529593352613e-06
1	7	5	2.9195442122602766	5.722035287545716e-10
1	7	6	2.6750655423474416	1.0582303645582758e-10
1	7	7	2.82047162379694	2.88770892005795e-10
1	7	8	3.216778225959734	4.448260130779642e-09
1	7	9	4.648905971916328	7.7610907248721e-05
1	7	10	3.078484517783114	1.7135371864865567e-09
1	7	11	3.057361549379449	1.4811486464750997e-09
1	7	12	4.00049787428793	9.739007600715841e-07
1	7	13	3.381292824677995	1.3827622724701726e-08
1	7	14	2.5565878277835883	4.669756352567771e-11
1	7	15	3.19820294003938	3.913398164373336e-09
1	7	16	3.4187420318111927	1.7898372726507433e-08
1	7	17	4.971795449879857	0.0006290386863688183
1	7	18	3.253838263101494	5.743537031193088e-09
1	7	19	4.743591837191601	0.0001447142560974065
1	7	20	3.639476686464496	8.180163101375796e-08
1	8	1	3.332864703409836	9.903601868283373e-09
1	8	2	3.0168772225161344	1.1201543232075997e-09
1	8	3	5.270679422804823	0.0038836024295952065
1	8	4	3.3253042720343062	9.400699409171225e-09
1	8	5	2.322708985421535	9.286521549398546e-12
1	8	6	2.561752152280893	4.839289266406238e-11
1	8	7	3.433555592933394	1.9821475652167597e-08
1	8	8	3.902031364562593	4.962924543344745e-07
1	8	9	3.7488653364155615	1.7350376007101243e-07
1	8	10	4.380810109676836	1.2926719434319315e-05
1	8	11	4.606991068765652	5.878968066365171e-05
1	8	12	3.8481802397527263	3.4307399856623725e-07
1	8	13	4.032024802430302	1.2081572877575082e-06
1	8	14	2.7468309629470857	1.7368637589704388e-10
1	8	15	2.47339804567536	2.629097342463898e-11
1	8	16	2.775581980944934	2.1182102022725393e-10
1	8	17	4.1772143765214995	3.2523340498222855e-06
1	8	18	2.680230627807837	1.0966501498486728e-10
1	8	19	2.2424424276148835	5.334572362397552e-12
1	8	20	2.7614732673234936	1.9216210180380354e-10
1	9	1	4.627845701602082	6.751111986092533e-05
1	9	2	2.810248288228717	2.690936460698715e-10
1	9	3	3.6185918392840115	7.085540654887276e-08
1	9	4	2.0947267035563977	1.923171777025431e-12
1	9	5	2.8641443928410335	3.9037376298324484e-10
1	9	6	2.535059745811887	4.0246921445483234e-11
1	9	7	2.5479375702092595	4.39898723238101e-11
1	9	8	2.4063193387737236	1.6543446535879968e-11
1	9	9	2.5722020046308613	5.2013918999031446e-11
1	9	10	4.2465182320215344	5.20920161160897e-06
1	9	11	2.816107850383825	2.802016600153158e-10
1	9	12	3.6448712565911556	8.489360652918912e-08
1	9	13	2.6494673305318606	8.867901446365448e-11
1	9	14	3.1953496913165758	3.837140801189552e-09
1	9	15	4.601054828763859	5.651715862044621e-05
1	9	16	2.6621597623569615	9.6801240518933e-11
1	9	17	3.2328532357085473	4.969748493335998e-09
1	9	18	3.7540301960481672	1.797697177354196e-07
1	9	19	3.157046461564584	2.9462544437217306e-09
1	9	20	3.9998389861163997	9.695218891686217e-07
1	10	1	3.686285850239212	1.1286153602691928e-07
1	10	2	3.2139388212509044	4.362002658450114e-09
1	10	3	3.9850329541573215	8.76136567349679e-07
1	10	4	2.6218974069118754	7.330723254792822e-11
1	10	5	2.849523210381486	3.528975132097276e-10
1	10	6	3.692070671556208	1.1743998710554863e-07
1	10	7	2.3792748238862327	1.372500434097653e-11
1	10	8	3.924855797141708	5.803025298150201e-07
1	10	9	3.2724900809243818	6.531794189194218e-09
1	10	10	4.933792685444756	0.0004943745702313696
1	10	11	3.0320877120003527	1.2441166395932045e-09
1	10	12	3.426471028289753	1.887727676915798e-08
1	10	13	4.100871056182889	1.933217442241931e-06
1	10	14	2.2574252801887447	5.916163632906585e-12
1	10	15	2.5972090621259767	6.181756919405149e-11
1	10	16	2.23741617889464	5.152565057375454e-12
1	10	17	2.9777408043745	8.550375986726355e-10
1	10	18	2.7894403479925898	2.3308749475501963e-10
1	10	19	4.03483593153245	1.2315917082526934e-06
1	10	20	2.4107301609052634	1.7055131400858382e-11
1	11	1	2.5263261240429387	3.789140334343057e-11
1	11	2	2.0735855665772873	1.6618903436490198e-12
1	11	3	5.249375566316459	0.003428970892943277
1	11	4	3.6853236018612847	1.1211743323635731e-07
1	11	5	2.1052046228523627	2.067511235527705e-12
1	11	6	4.939790832317165	0.0005135924571028822
1	11	7	4.549163097036239	4.000814468602154e-05
1	11	8	3.833794620934423	3.1083373898629225e-07
1	11	9	2.9479767499730505	6.962656392902357e-10
1	11	10	2.0767344934274052	1.6984314452978669e-12
1	11	11	2.3295435637194135	9.735370001579648e-12
1	11	12	3.0550325310895046	1.4575368192423431e-09
1	11	13	2.267587408133772	6.3463056175690974e-12
1	11	14	4.1035971409632435	1.9695035280732006e-06
1	11	15	2.1608887403102317	3.037228908482038e-12
1	11	16	4.080794903565092	1.6857208747683206e-06
1	11	17	2.6714806735733942	1.0323588343067003e-10
1	11	18	2.6087492000365415	6.694504918976046e-11
1	11	19	4.022426768308002	1.1314431089005413e-06
1	11	20	4.2559366708715025	5.553047921386237e-06
1	12	1	2.6456750777441016	8.638715087176387e-11
1	12	2	2.7117314136382453	1.3630869053687442e-10
1	12	3	3.7284747905482734	1.5082404800330059e-07
1	12	4	3.5231240927833722	3.67311148174322e-08
1	12	5	3.8676667547599477	3.921288991262309e-07
1	12	6	2.3666584422932786	1.2579757735663229e-11
1	12	7	3.451606136300353	2.2445949545359607e-08
1	12	8	3.5042192756155606	3.2248101577956746e-08
1	12	9	2.0831494069455188	1.7753764276616473e-12
1	12	10	5.283932316722659	0.004194334307272719
1	12	11	3.4788462227943384	2.7078235460582098e-08
1	12	12	3.7053415966599976	1.2865622634127154e-07
1	12	13	3.6541455671969283	9.048452796436216e-08
1	12	14	3.8196551179635305	2.8209305129284026e-07
1	12	15	3.0835009078761084	1.7738814462045017e-09
1	12	16	3.883106021736663	4.359147650810225e-07
1	12	17	3.1284158151609596	2.4182293014811393e-09
1	12	18	2.094851641852314	1.9248320671211422e-12
1	12	19	4.633994802643348	7.031797334561167e-05
1	12	20	2.0606736687572726	1.5200966140120054e-12
1	13	1	2.2168548283451943	4.470435550742539e-12
1	13	2	4.805181666752489	0.0002162220933182776
1	13	3	2.958871375433297	7.506362006338584e-10
1	13	4	2.307120392268711	8.338673068418933e-12
1	13	5	2.3127838265158513	8.67129141530498e-12
1	13	6	4.781500855159494	0.0001853591779789343
1	13	7	3.2518510482935894	5.665372017693837e-09
1	13	8	2.1825881065363424	3.5283036716747957e-12
1	13	9	3.2862043336965896	7.179548235483084e-09
1	13	10	2.198254637659631	3.931499857833833e-12
1	13	11	2.1018055548515586	2.019537716208309e-12
1	13	12	3.6537762624038725	9.025502327619029e-08
1	13	13	2.2072578663216005	4.1837299386678485e-12
1	13	14	2.034425947107252	1.2680512674033465e-12
1	13	15	5.501443803477618	0.013973214202020036
1	13	16	2.9226844794422995	5.847409161113177e-10
1	13	17	4.2832141277821325	6.681424425215927e-06
1	13	18	2.3049431231174173	8.214222466369928e-12
1	13	19	2.617042751288004	7.089064357656233e-11
1	13	20	2.6980768544445723	1.2404538806601974e-10
1	14	1	2.7519919411884484	1.7998652744362488e-10
1	14	2	2.6342609085247526	7.98401939631625e-11
1	14	3	3.626132361164441	7.462771387861803e-08
1	14	4	2.4278511782718155	1.919573017881924e-11
1	14	5	3.8717527939635037	4.032708449772292e-07
1	14	6	3.851119645623198	3.5006128451002485e-07
1	14	7	2.2940694502214485	7.619946852611584e-12
1	14	8	3.0650501929361664	1.5618454259110897e-09
1	14	9	2.6338661766207334	7.962288277557341e-11
1	14	10	3.60092908437799	6.274796043085853e-08
1	14	11	2.8069544414928123	2.630439142318362e-10
1	14	12	2.260683817598624	6.0508169530330444e-12
1	14	13	3.9594127971249917	7.352342343341625e-07
1	14	14	2.686393450385993	1.1443204451305787e-10
1	14	15	4.996978998178663	0.0007371913802241587
1	14	16	2.6157643435470774	7.026762595414138e-11
1	14	17	2.2321081803042664	4.96709220386705e-12
1	14	18	5.342630148690361	0.0058708190576650795
1	14	19	3.760968631644565	1.8854430874622105e-07
1	14	20	2.1519938324933086	2.856252690900954e-12
1	15	1	2.491484034158409	2.9788467253145846e-11
1	15	2	2.413383352440696	1.737051078786015e-11
1	15	3	3.0586014389432785	1.4938743437649862e-09
1	15	4	5.666480007214371	0.03183119156091244
1	15	5	2.2784596367325105	6.84118844206678e-12
1	15	6	4.084538661145892	1.729349209484823e-06
1	15	7	2.9206605951683766	5.766295525571846e-10
1	15	8	2.309854462170181	8.497623558884976e-12
1	15	9	2.5051364310047437	3.273350042728534e-11
1	15	10	2.8642941205043635	3.907774329921377e-10
1	15	11	2.477397575789718	2.7027238388175984e-11
1	15	12	3.2241886427818534	4.681494872163187e-09
1	15	13	2.1777230686787528	3.411717417007916e-12
1	15	14	2.9299664217396617	6.148807387179998e-10
1	15	15	3.0278278245432393	1.2080783850637005e-09
1	15	16	3.5758920282365523	5.281758135465971e-08
1	15	17	2.743189904453576	1.6937474209114227e-10
1	15	18	3.172010791554641	3.2666135758962606e-09
1	15	19	2.37136170335893	1.2995074129830445e-11
1	15	20	3.0170364789234294	1.1213860064229457e-09
1	16	1	2.9136186692636565	5.492733912981975e-10
1	16	2	4.736506885435763	0.0001381541029041009
1	16	3	4.190164686433585	3.5519097485563495e-06
1	16	4	2.7892878894122295	2.32842299561785e-10
1	16	5	3.438336893899124	2.0485230414791192e-08
1	16	6	3.7252734192498886	1.4754259398267801e-07
1	16	7	5.35750691242216	0.006385044114904767
1	16	8	3.275339841533124	6.661403491210719e-09
1	16	9	5.371178776918406	0.006894013599299523
1	16	10	3.9247776968458408	5.799921520500992e-07
1	16	11	5.09045646077272	0.001318405015316625
1	16	12	2.015685445115095	1.114092530175295e-12
1	16	13	3.8539512311224757	3.56926485550753e-07
1	16	14	4.701671885986532	0.00010991592827780295
1	16	15	2.6499914807820453	8.90005329008426e-11
1	16	16	3.304488730086821	8.144083769832209e-09
1	16	17	2.3253892611486373	9.460023226276647e-12
1	16	18	2.9581859428470016	7.470937009242496e-10
1	16	19	3.8143358989010556	2.719811174085763e-07
1	16	20	4.548188908325197	3.974895311425861e-05
1	17	1	4.961549445233003	0.0005895828366906242
1	17	2	2.486570727929746	2.8794714858485808e-11
1	17	3	2.414044413846364	1.744999309642212e-11
1	17	4	2.615690649853144	7.02318795117719e-11
1	17	5	5.316335991069357	0.005054730122314905
1	17	6	4.642387278716231	7.433526388293583e-05
1	17	7	4.4014794457884	1.485958654480824e-05
1	17	8	3.0185311789071636	1.1330121460682206e-09
1	17	9	2.033754906847059	1.262187600425443e-12
1	17	10	2.496769984159221	3.089591500018305e-11
1	17	11	3.262568348902866	6.099894254309003e-09
1	17	12	2.9940531825878027	9.569186449312932e-10
1	17	13	3.6063637629775864	6.513860541611013e-08
1	17	14	2.097221275350136	1.956594638131708e-12
1	17	15	4.136210073901392	2.459928974692429e-06
1	17	16	3.3743575959294105	1.3182305668667e-08
1	17	17	2.981781582341281	8.792168182045471e-10
1	17	18	2.4846557970422967	2.8416445088240565e-11
1	17	19	4.187511358950523	3.4883738771888777e-06
1	17	20	2.4836719518768655	2.8224035564337776e-11
1	18	1	3.3770157425770684	1.3426008637453188e-08
1	18	2	3.709351339438762	1.3225102005385854e-07
1	18	3	2.2073590124032223	4.186653628916601e-12
1	18	4	3.8288542176524007	3.004739152064776e-07
1	18	5	3.3160605501227844	8.820372165579094e-09
1	18	6	2.5056527427337443	3.285041719595108e-11
1	18	7	2.992420018302467	9.461943333760244e-10
1	18	8	4.071436006459629	1.5813921933556494e-06
1	18	9	3.1376957598593602	2.5780987231874666e-09
1	18	10	2.748986435384211	1.7629035561461779e-10
1	18	11	2.55752003599431	4.699913208294275e-11
1	18	12	2.72064565382623	1.4496139548529846e-10
1	18	13	3.055499324525885	1.462238875827165e-09
1	18	14	2.8118359108298843	2.7205908332737245e-10
1	18	15	2.5393323668061787	4.145205967729573e-11
1	18	16	2.901381959633538	5.047869011929471e-10
1	18	17	4.0415546225266406	1.2894518038336688e-06
1	18	18	3.877962120111532	4.208101410448823e-07
1	18	19	3.5033675152030375	3.205951864350468e-08
1	18	20	2.6907449221811586	1.1792223534030546e-10
1	19	1	3.6586467888567955	9.332909455575609e-08
1	19	2	3.5461039135570545	4.302672177941547e-08
1	19	3	3.0769467374323174	1.6954527983768545e-09
1	19	4	2.0205409876957057	1.1520899059136234e-12
1	19	5	2.6160807984157155	7.042133494219432e-11
1	19	6	3.1748755497735166	3.331802450716399e-09
1	19	7	5.311626816963486	0.004920215697317156
1	19	8	3.319328122889662	9.021303591198214e-09
1	19	9	2.6493135927570677	8.858493079760217e-11
1	19	10	2.5264280974610154	3.7918094759602866e-11
1	19	11	2.0877219203474437	1.8323410858035576e-12
1	19	12	3.288007740949735	7.26937177866049e-09
1	19	13	3.3909165456080896	1.4775718754009586e-08
1	19	14	3.055632209510594	1.4635802100503593e-09
1	19	15	4.227362628978383	4.573821993487395e-06
1	19	16	2.7668844746480437	1.994765901775329e-10
1	19	17	2.6308768723653606	7.799626917052418e-11
1	19	18	2.157648982802738	2.9700219202345347e-12
1	19	19	2.3123511011392894	8.645415536498568e-12
1	19	20	2.0157030762666768	1.1142282115715224e-12
1	20	1	4.596329124242765	5.477021309244761e-05
1	20	2	3.6054363368446865	6.472429978306685e-08
1	20	3	2.6980615692044854	1.2403229774579655e-10
1	20	4	2.3387551115024627	1.0374833640073578e-11
1	20	5	3.0771622160833885	1.6979753000872582e-09
1	20	6	2.258183132256084	5.947210658929635e-12
1	20	7	3.2637139199793403	6.1482671779979385e-09
1	20	8	4.961951797394395	0.0005910859432027679
1	20	9	3.9975945099848613	9.547521900356168e-07
1	20	10	3.2929359427138736	7.520603335125165e-09
1	20	11	2.662994820980545	9.736098239471995e-11
1	20	12	3.757737947499911	1.8440672124774132e-07
1	20	13	3.187782731056779	3.642017992993129e-09
1	20	14	3.1100368395383473	2.1302619861901157e-09
1	20	15	2.2839629026793404	7.106212612123487e-12
1	20	16	2.059842234312536	1.5113921938649435e-12
1	20	17	3.15676579040967	2.9405559273996096e-09
1	20	18	2.3778471544004836	1.359034575338828e-11
1	20	19	3.5810298861292833	5.471846555785372e-08
1	20	20	2.9873601511220507	9.137251043041322e-10
2	1	1	3.6492849049688165	8.750995085232412e-08
2	1	2	2.9793619310605104	8.646572112810523e-10
2	1	3	2.735969972717179	1.6113902693345607e-10
2	1	4	5.033303381807373	0.0009253926789891827
2	1	5	3.8004471844559884	2.472511524271161e-07
2	1	6	2.3242452502164888	9.385575222545623e-12
2	1	7	4.159387737972103	2.8806585234560372e-06
2	1	8	2.696893754476336	1.2303625114190801e-10
2	1	9	2.174463610978024	3.3357703645849352e-12
2	1	10	3.5814459190685306	5.4875345598097515e-08
2	1	11	3.6344158165814133	7.900323587307827e-08
2	1	12	3.321000769402958	9.125922403893424e-09
2	1	13	2.1444379247141776	2.7110160678419114e-12
2	1	14	2.5580913759008608	4.718492171007472e-11
2	1	15	2.6115748375523546	6.82640301344681e-11
2	1	16	3.434801159890052	1.9992290652252693e-08
2	1	17	4.649331426712235	7.782957433733355e-05
2	1	18	3.306366046772693	8.250168652404604e-09
2	1	19	2.8560457378766806	3.691494692839889e-10
2	1	20	3.901645461456026	4.949816793939464e-07
2	2	1	4.35958758635611	1.1201595034350699e-05
2	2	2	2.146208582918483	2.744374175750842e-12
2	2	3	4.731939672645655	0.00013408090850453223
2	2	4	2.6327526276736846	7.901302442031372e-11
2	2	5	2.670593968749057	1.0260577634292022e-10
2	2	6	2.584252886042234	5.6527338401822995e-11
2	2	7	3.104959590837836	2.0569358913859955e-09
2	2	8	2.635082140366618	8.029420768735516e-11
2	2	9	2.780452547277495	2.1906449530990297e-10
2	2	10	3.738179617073077	1.6122350581844934e-07
2	2	11	3.0046108377897407	1.0292393662135203e-09
2	2	12	2.238712807065857	5.198914744605017e-12
2	2	13	2.3682533251076188	1.271908328342086e-11
2	2	14	3.0557803318393284	1.4650767988907943e-09
2	2	15	3.871612396083558	4.028828149861366e-07
2	2	16	5.721739012625097	0.04109358752518575
2	2	17	2.127665267461007	2.4144654892889147e-12
2	2	18	2.754464309143791	1.8308505809841853e-10
2	2	19	3.848730068279916	3.4437033683717254e-07
2	2	20	4.133158406009851	2.409299119901182e-06
2	3	1	4.945406118606031	0.0005322398390168726
2	3	2	2.661225024866155	9.617849934862073e-11
2	3	3	2.485151461621547	2.8513877944197543e-11
2	3	4	3.1241076015678124	2.3474162183584248e-09
2	3	5	5.159504833705822	0.002008188879220042
2	3	6	3.2214229617419705	4.593051814262442e-09
2	3	7	2.487847451539295	2.9049708405266855e-11
2	3	8	3.2859896456179647	7.168929270268272e-09
2	3	9	3.6070282296340928	6.543706764327942e-08
2	3	10	4.064239156519564	1.5055616151287867e-06
2	3	11	2.4494353217917872	2.2281236667627113e-11
2	3	12	2.6237706634232265	7.426158888419598e-11
2	3	13	2.865929764063126	3.9521444735422693e-10
2	3	14	2.475077190980566	2.659760924240359e-11
2	3	15	2.614307972261552	6.956454787911786e-11
2	3	16	2.0935162927548365	1.9071607294116924e-12
2	3	17	2.071774916134345	1.641236077902488e-12
2	3	18	3.7861298322477124	2.2410496854980239e-07
2	3	19	3.1209218609543417	2.2963894038633975e-09
2	3	20	5.691594015105448	0.03579666595014995
2	4	1	4.2656825506341995	5.93260677749843e-06
2	4	2	3.025529218090735	1.189067802766677e-09
2	4	3	3.822008975443614	2.8668668537047376e-07
2	4	4	2.2216277102220783	4.620256769167729e-12
2	4	5	2.4385479495992843	2.066741935916749e-11
2	4	6	2.189675301036006	3.705307681443167e-12
2	4	7	2.930705510483093	6.180253198730478e-10
2	4	8	3.3742163373099685	1.3169479263974095e-08
2	4	9	2.3058252621540256	8.264419301120125e-12
2	4	10	3.0670818489374225	1.5838933298394233e-09
2	4	11	2.5048305841650973	3.266443893648132e-11
2	4	12	3.6220651281466067	7.256873810415845e-08
2	4	13	2.479862056498239	2.749114884958835e-11
2	4	14	3.487661482779501	2.8773051128738025e-08
2	4	15	2.266793866384516	6.311619330271765e-12
2	4	16	4.976720996686467	0.0006489052839053948
2	4	17	2.1276182624295563	2.4136817465440754e-12
2	4	18	2.845254081733031	3.4264959144552886e-10
2	4	19	2.018524740027654	1.1361567714093687e-12
2	4	20	2.0658859638968083	1.5758187667652437e-12
2	5	1	6.930497554247727	0.716846555225171
2	5	2	3.078038598463446	1.7082733896537953e-09
2	5	3	3.7829626682996706	2.1928427938956938e-07
2	5	4	2.7508064268465473	1.7851941717701054e-10
2	5	5	4.906964762453095	0.00041663753586853165
2	5	6	3.132022588590318	2.479152346996464e-09
2	5	7	2.6410654749810627	8.3680915596682e-11
2	5	8	5.912517580971945	0.09101002748136751
2	5	9	2.251466940736923	5.677646772479855e-12
2	5	10	3.9784637374606744	8.376282762743554e-07
2	5	11	2.5470138521564456	4.37101729135928e-11
2	5	12	2.5782680523467043	5.423890078123174e-11
2	5	13	3.104452971792386	2.04975913639079e-09
2	5	14	4.101337497004192	1.9393785423099297e-06
2	5	15	3.175000314043456	3.3346708794754002e-09
2	5	16	2.59875261789583	6.247996199678117e-11
2	5	17	3.2592378447276626	5.961409839521384e-09
2	5	18	2.1160638376746	2.228544549760694e-12
2	5	19	2.1466694109636557	2.753122999290595e-12
2	5	20	3.3821171156032492	1.390639155436588e-08
2	6	1	2.4949554800753813	3.0511197555353643e-11
2	6	2	2.899523348706385	4.983525377546786e-10
2	6	3	2.5712700646929134	5.168027306783484e-11
2	6	4	2.3433131915362075	1.0706619867421268e-11
2	6	5	3.3045456368015826	8.147279375414506e-09
2	6	6	3.4728879004540594	2.598954668661627e-08
2	6	7	5.481198659359241	0.012558358952196886
2	6	8	2.6499388747459927	8.896821134009153e-11
2	6	9	4.8153379859528185	0.00023095109346086098
2	6	10	4.468642189066992	2.3342577175307732e-05
2	6	11	2.063571571151301	1.5508289367421694e-12
2	6	12	2.821290986940158	2.9040887040247363e-10
2	6	13	3.050789148847553	1.4154800444471326e-09
2	6	14	3.1928025558392337	3.7703203947052e-09
2	6	15	5.219610024195774	0.0028770475546935036
2	6	16	3.7425391246052344	1.6612513432844242e-07
2	6	17	3.946112596575426	6.712431007991132e-07
2	6	18	3.988641837723895	8.980374170829274e-07
2	6	19	4.77759049731921	0.0001806962170031686
2	6	20	2.1290712940824577	2.4380270248624147e-12
2	7	1	2.1951122844229314	3.847093017442322e-12
2	7	2	3.9027825426847063	4.98853874053148e-07
2	7	3	3.1065022595471072	2.0789443597977033e-09
2	7	4	2.8097418038045596	2.681544264524587e-10
2	7	5	2.1873198420336233	3.645515845503812e-12
2	7	6	2.8282861266050796	3.0477636646454653e-10
2	7	7	3.856537043565643	3.633130709954882e-07
2	7	8	2.325049760899774	9.437868398645925e-12
2	7	9	3.619269934388445	7.118669906545159e-08
2	7	10	4.160632490118621	2.905178539807106e-06
2	7	11	2.567694645917856	5.041996296748117e-11
2	7	12	2.5649105621911397	4.9459912863151244e-11
2	7	13	3.650772145452904	8.840957827332978e-08
2	7	14	3.308730947773834	8.385774019071361e-09
2	7	15	2.7517324732799047	1.7966440093422392e-10
2	7	16	3.2906714925745026	7.404105659350892e-09
2	7	17	4.8969433283786845	0.0003907650635720197
2	7	18	3.044605313106143	1.3563536047757886e-09
2	7	19	2.8829081447091864	4.443547585258831e-10
2	7	20	2.497029814848982	3.095140079294896e-11
